n,fold_seed,lambda_nominal,lambda_r,lambda_eff,expectation_dm,cx,sx,x,rz,sxdg
14,1007,2.0,2.0,1.891589870466622,0.05180489082766233,280,168,3,406,0
15,1000,1.0,1.0,1.0,-0.025376945783357294,150,180,3,435,0
15,1000,1.5,1.4933333333333334,1.4399067809519615,-0.013529558646496716,224,180,3,435,0
15,1000,2.0,2.0,1.8917029343620837,-0.011292354115074683,300,180,3,435,0
15,1001,1.0,1.0,1.0,-0.025376945783357294,150,180,3,435,0
15,1001,1.5,1.4933333333333334,1.4399067809519615,-0.016435218821057557,224,180,3,435,0
15,1001,2.0,2.0,1.8917029343620837,-0.010931814933576945,300,180,3,435,0
15,1002,1.0,1.0,1.0,-0.025376945783357294,150,180,3,435,0
15,1002,1.5,1.4933333333333334,1.4399067809519615,-0.015272426536595688,224,180,3,435,0
15,1002,2.0,2.0,1.8917029343620837,-0.010004322355545112,300,180,3,435,0
15,1003,1.0,1.0,1.0,-0.025376945783357294,150,180,3,435,0
15,1003,1.5,1.4933333333333334,1.4399067809519615,-0.014430828902397887,224,180,3,435,0
15,1003,2.0,2.0,1.8917029343620837,-0.013763684101068244,300,180,3,435,0
15,1004,1.0,1.0,1.0,-0.025376945783357294,150,180,3,435,0
15,1004,1.5,1.4933333333333334,1.4399067809519615,-0.017725427621675408,224,180,3,435,0
15,1004,2.0,2.0,1.8917029343620837,-0.011744459580952075,300,180,3,435,0
15,1005,1.0,1.0,1.0,-0.025376945783357294,150,180,3,435,0
15,1005,1.5,1.4933333333333334,1.4399067809519615,-0.010940799010702584,224,180,3,435,0
15,1005,2.0,2.0,1.8917029343620837,-0.00890246434111288,300,180,3,435,0
15,1006,1.0,1.0,1.0,-0.025376945783357294,150,180,3,435,0
15,1006,1.5,1.4933333333333334,1.4399067809519615,-0.018343470316747768,224,180,3,435,0
15,1006,2.0,2.0,1.8917029343620837,-0.01087274401472136,300,180,3,435,0
15,1007,1.0,1.0,1.0,-0.025376945783357294,150,180,3,435,0
15,1007,1.5,1.4933333333333334,1.4399067809519615,-0.015237014605489051,224,180,3,435,0
15,1007,2.0,2.0,1.8917029343620837,-0.009493966146219552,300,180,3,435,0
16,1000,1.0,1.0,1.0,-0.12243071659749502,160,192,3,464,0
16,1000,1.5,1.5,1.4459009443980948,-0.08254015566421313,240,192,3,464,0
16,1000,2.0,2.0,1.8918018887961894,-0.05714391494835383,320,192,3,464,0
16,1001,1.0,1.0,1.0,-0.12243071659749502,160,192,3,464,0
16,1001,1.5,1.5,1.4459009443980948,-0.08165205117885337,240,192,3,464,0
16,1001,2.0,2.0,1.8918018887961894,-0.0590237488444781,320,192,3,464,0
16,1002,1.0,1.0,1.0,-0.12243071659749502,160,192,3,464,0
16,1002,1.5,1.5,1.4459009443980948,-0.08436784266842828,240,192,3,464,0
16,1002,2.0,2.0,1.8918018887961894,-0.059949352521473646,320,192,3,464,0
16,1003,1.0,1.0,1.0,-0.12243071659749502,160,192,3,464,0
16,1003,1.5,1.5,1.4459009443980948,-0.08560816298002952,240,192,3,464,0
16,1003,2.0,2.0,1.8918018887961894,-0.06142156490423056,320,192,3,464,0
16,1004,1.0,1.0,1.0,-0.12243071659749502,160,192,3,464,0
16,1004,1.5,1.5,1.4459009443980948,-0.0838027106026062,240,192,3,464,0
16,1004,2.0,2.0,1.8918018887961894,-0.058722118261345706,320,192,3,464,0
16,1005,1.0,1.0,1.0,-0.12243071659749502,160,192,3,464,0
16,1005,1.5,1.5,1.4459009443980948,-0.08227575892021266,240,192,3,464,0
16,1005,2.0,2.0,1.8918018887961894,-0.0566772140412719,320,192,3,464,0
16,1006,1.0,1.0,1.0,-0.12243071659749502,160,192,3,464,0
16,1006,1.5,1.5,1.4459009443980948,-0.08449784021633762,240,192,3,464,0
16,1006,2.0,2.0,1.8918018887961894,-0.059229695767576564,320,192,3,464,0
16,1007,1.0,1.0,1.0,-0.12243071659749502,160,192,3,464,0
16,1007,1.5,1.5,1.4459009443980948,-0.08539760734891864,240,192,3,464,0
16,1007,2.0,2.0,1.8918018887961894,-0.057649271707383036,320,192,3,464,0
17,1000,1.0,1.0,1.0,-0.1972210151872385,170,204,3,493,0
17,1000,1.5,1.4941176470588236,1.4406982027111888,-0.1302175154369079,254,204,3,493,0
17,1000,2.0,2.0,1.8918892197726438,-0.0866691031679241,340,204,3,493,0
17,1001,1.0,1.0,1.0,-0.1972210151872385,170,204,3,493,0
17,1001,1.5,1.4941176470588236,1.4406982027111888,-0.13383330269801993,254,204,3,493,0
17,1001,2.0,2.0,1.8918892197726438,-0.08904970649384998,340,204,3,493,0
17,1002,1.0,1.0,1.0,-0.1972210151872385,170,204,3,493,0
17,1002,1.5,1.4941176470588236,1.4406982027111888,-0.13157189352673973,254,204,3,493,0
17,1002,2.0,2.0,1.8918892197726438,-0.08814731466846783,340,204,3,493,0
17,1003,1.0,1.0,1.0,-0.1972210151872385,170,204,3,493,0
17,1003,1.5,1.4941176470588236,1.4406982027111888,-0.13329555419722644,254,204,3,493,0
17,1003,2.0,2.0,1.8918892197726438,-0.08874986788112553,340,204,3,493,0
17,1004,1.0,1.0,1.0,-0.1972210151872385,170,204,3,493,0
17,1004,1.5,1.4941176470588236,1.4406982027111888,-0.12966242978555106,254,204,3,493,0
17,1004,2.0,2.0,1.8918892197726438,-0.08719529200184725,340,204,3,493,0
17,1005,1.0,1.0,1.0,-0.1972210151872385,170,204,3,493,0
17,1005,1.5,1.4941176470588236,1.4406982027111888,-0.1298435990009323,254,204,3,493,0
17,1005,2.0,2.0,1.8918892197726438,-0.08686764433237618,340,204,3,493,0
17,1006,1.0,1.0,1.0,-0.1972210151872385,170,204,3,493,0
17,1006,1.5,1.4941176470588236,1.4406982027111888,-0.1324384621321999,254,204,3,493,0
17,1006,2.0,2.0,1.8918892197726438,-0.08957386592156187,340,204,3,493,0
17,1007,1.0,1.0,1.0,-0.1972210151872385,170,204,3,493,0
17,1007,1.5,1.4941176470588236,1.4406982027111888,-0.13079188598846936,254,204,3,493,0
17,1007,2.0,2.0,1.8918892197726438,-0.08840757109193856,340,204,3,493,0
18,1000,1.0,1.0,1.0,-0.24942645225994228,180,216,3,522,0
18,1000,1.5,1.5,1.4459834308337258,-0.1622010790664779,270,216,3,522,0
18,1000,2.0,2.0,1.8919668616674519,-0.10517507272535837,360,216,3,522,0
18,1001,1.0,1.0,1.0,-0.24942645225994228,180,216,3,522,0
18,1001,1.5,1.5,1.4459834308337258,-0.1635909344183389,270,216,3,522,0
18,1001,2.0,2.0,1.8919668616674519,-0.10450263285521043,360,216,3,522,0
18,1002,1.0,1.0,1.0,-0.24942645225994228,180,216,3,522,0
18,1002,1.5,1.5,1.4459834308337258,-0.16152190025024768,270,216,3,522,0
18,1002,2.0,2.0,1.8919668616674519,-0.10726212971730814,360,216,3,522,0
18,1003,1.0,1.0,1.0,-0.24942645225994228,180,216,3,522,0
18,1003,1.5,1.5,1.4459834308337258,-0.16385863524648234,270,216,3,522,0
18,1003,2.0,2.0,1.8919668616674519,-0.10567101709141455,360,216,3,522,0
18,1004,1.0,1.0,1.0,-0.24942645225994228,180,216,3,522,0
18,1004,1.5,1.5,1.4459834308337258,-0.15731185282694124,270,216,3,522,0
18,1004,2.0,2.0,1.8919668616674519,-0.10286892131387815,360,216,3,522,0
18,1005,1.0,1.0,1.0,-0.24942645225994228,180,216,3,522,0
18,1005,1.5,1.5,1.4459834308337258,-0.16099435599556725,270,216,3,522,0
18,1005,2.0,2.0,1.8919668616674519,-0.10459315079716584,360,216,3,522,0
18,1006,1.0,1.0,1.0,-0.24942645225994228,180,216,3,522,0
18,1006,1.5,1.5,1.4459834308337258,-0.16024621797826843,270,216,3,522,0
18,1006,2.0,2.0,1.8919668616674519,-0.10560366594226743,360,216,3,522,0
18,1007,1.0,1.0,1.0,-0.24942645225994228,180,216,3,522,0
18,1007,1.5,1.5,1.4459834308337258,-0.16124337041272865,270,216,3,522,0
18,1007,2.0,2.0,1.8919668616674519,-0.10520077128917663,360,216,3,522,0
19,1000,1.0,1.0,1.0,-0.2616216206519063,190,228,3,551,0
19,1000,1.5,1.4947368421052631,1.4413232429784886,-0.16651367984288484,284,228,3,551,0
19,1000,2.0,2.0,1.8920363421905622,-0.10449320775415953,380,228,3,551,0
19,1001,1.0,1.0,1.0,-0.2616216206519063,190,228,3,551,0
19,1001,1.5,1.4947368421052631,1.4413232429784886,-0.16799147682544296,284,228,3,551,0
19,1001,2.0,2.0,1.8920363421905622,-0.1049615641822362,380,228,3,551,0
19,1002,1.0,1.0,1.0,-0.2616216206519063,190,228,3,551,0
19,1002,1.5,1.4947368421052631,1.4413232429784886,-0.1686650960167207,284,228,3,551,0
19,1002,2.0,2.0,1.8920363421905622,-0.10689387693275687,380,228,3,551,0
19,1003,1.0,1.0,1.0,-0.2616216206519063,190,228,3,551,0
19,1003,1.5,1.4947368421052631,1.4413232429784886,-0.16759219370611075,284,228,3,551,0
19,1003,2.0,2.0,1.8920363421905622,-0.10626879597704697,380,228,3,551,0
19,1004,1.0,1.0,1.0,-0.2616216206519063,190,228,3,551,0
19,1004,1.5,1.4947368421052631,1.4413232429784886,-0.16482873219560198,284,228,3,551,0
19,1004,2.0,2.0,1.8920363421905622,-0.10367009992526903,380,228,3,551,0
19,1005,1.0,1.0,1.0,-0.2616216206519063,190,228,3,551,0
19,1005,1.5,1.4947368421052631,1.4413232429784886,-0.1672882640830058,284,228,3,551,0
19,1005,2.0,2.0,1.8920363421905622,-0.10686123778110415,380,228,3,551,0
19,1006,1.0,1.0,1.0,-0.2616216206519063,190,228,3,551,0
19,1006,1.5,1.4947368421052631,1.4413232429784886,-0.16687241257372157,284,228,3,551,0
19,1006,2.0,2.0,1.8920363421905622,-0.1063723862519554,380,228,3,551,0
19,1007,1.0,1.0,1.0,-0.2616216206519063,190,228,3,551,0
19,1007,1.5,1.4947368421052631,1.4413232429784886,-0.16407909337638557,284,228,3,551,0
19,1007,2.0,2.0,1.8920363421905622,-0.10310344780607662,380,228,3,551,0
20,1000,1.0,1.0,1.0,-0.24841105536624758,200,240,3,580,0
20,1000,1.5,1.5,1.4460494419584742,-0.1506615022464668,300,240,3,580,0
20,1000,2.0,2.0,1.8920988839169488,-0.09267348743516897,400,240,3,580,0
20,1001,1.0,1.0,1.0,-0.24841105536624758,200,240,3,580,0
20,1001,1.5,1.5,1.4460494419584742,-0.15106624451204473,300,240,3,580,0
20,1001,2.0,2.0,1.8920988839169488,-0.09418065853184161,400,240,3,580,0
20,1002,1.0,1.0,1.0,-0.24841105536624758,200,240,3,580,0
20,1002,1.5,1.5,1.4460494419584742,-0.15292839756751114,300,240,3,580,0
20,1002,2.0,2.0,1.8920988839169488,-0.09461629143434178,400,240,3,580,0
20,1003,1.0,1.0,1.0,-0.24841105536624758,200,240,3,580,0
20,1003,1.5,1.5,1.4460494419584742,-0.1513913043748062,300,240,3,580,0
20,1003,2.0,2.0,1.8920988839169488,-0.09392173764921904,400,240,3,580,0
20,1004,1.0,1.0,1.0,-0.24841105536624758,200,240,3,580,0
20,1004,1.5,1.5,1.4460494419584742,-0.15253595022746774,300,240,3,580,0
20,1004,2.0,2.0,1.8920988839169488,-0.09244989279592139,400,240,3,580,0
20,1005,1.0,1.0,1.0,-0.24841105536624758,200,240,3,580,0
20,1005,1.5,1.5,1.4460494419584742,-0.15306184333045225,300,240,3,580,0
20,1005,2.0,2.0,1.8920988839169488,-0.09480714908796484,400,240,3,580,0
20,1006,1.0,1.0,1.0,-0.24841105536624758,200,240,3,580,0
20,1006,1.5,1.5,1.4460494419584742,-0.15007096516773952,300,240,3,580,0
20,1006,2.0,2.0,1.8920988839169488,-0.09493371639594855,400,240,3,580,0
20,1007,1.0,1.0,1.0,-0.24841105536624758,200,240,3,580,0
20,1007,1.5,1.5,1.4460494419584742,-0.154227691307728,300,240,3,580,0
20,1007,2.0,2.0,1.8920988839169488,-0.09291624694013026,400,240,3,580,0
21,1000,1.0,1.0,1.0,-0.2189142607684626,210,252,3,609,0
21,1000,1.5,1.4952380952380953,1.4418293790092598,-0.13159826136143624,314,252,3,609,0
21,1000,2.0,2.0,1.8921554768456208,-0.07752227623150064,420,252,3,609,0
21,1001,1.0,1.0,1.0,-0.2189142607684626,210,252,3,609,0
21,1001,1.5,1.4952380952380953,1.4418293790092598,-0.1311091939952772,314,252,3,609,0
21,1001,2.0,2.0,1.8921554768456208,-0.07852655533865815,420,252,3,609,0
21,1002,1.0,1.0,1.0,-0.2189142607684626,210,252,3,609,0
21,1002,1.5,1.4952380952380953,1.4418293790092598,-0.13200905965455567,314,252,3,609,0
21,1002,2.0,2.0,1.8921554768456208,-0.07897208597180236,420,252,3,609,0
21,1003,1.0,1.0,1.0,-0.2189142607684626,210,252,3,609,0
21,1003,1.5,1.4952380952380953,1.4418293790092598,-0.12877508568909324,314,252,3,609,0
21,1003,2.0,2.0,1.8921554768456208,-0.07640588043669415,420,252,3,609,0
21,1004,1.0,1.0,1.0,-0.2189142607684626,210,252,3,609,0
21,1004,1.5,1.4952380952380953,1.4418293790092598,-0.1291359410916949,314,252,3,609,0
21,1004,2.0,2.0,1.8921554768456208,-0.07421493849731942,420,252,3,609,0
21,1005,1.0,1.0,1.0,-0.2189142607684626,210,252,3,609,0
21,1005,1.5,1.4952380952380953,1.4418293790092598,-0.13586374853399535,314,252,3,609,0
21,1005,2.0,2.0,1.8921554768456208,-0.07968082399428003,420,252,3,609,0
21,1006,1.0,1.0,1.0,-0.2189142607684626,210,252,3,609,0
21,1006,1.5,1.4952380952380953,1.4418293790092598,-0.1308339969509922,314,252,3,609,0
21,1006,2.0,2.0,1.8921554768456208,-0.07800966927221721,420,252,3,609,0
21,1007,1.0,1.0,1.0,-0.2189142607684626,210,252,3,609,0
21,1007,1.5,1.4952380952380953,1.4418293790092598,-0.12864423356070495,314,252,3,609,0
21,1007,2.0,2.0,1.8921554768456208,-0.07661688264296827,420,252,3,609,0
22,1000,1.0,1.0,1.0,-0.16512822697702598,220,264,3,638,0
22,1000,1.5,1.5,1.4461034655968878,-0.09491763093112654,330,264,3,638,0
22,1000,2.0,2.0,1.8922069311937755,-0.05509281272917012,440,264,3,638,0
22,1001,1.0,1.0,1.0,-0.16512822697702598,220,264,3,638,0
22,1001,1.5,1.5,1.4461034655968878,-0.09678649182752189,330,264,3,638,0
22,1001,2.0,2.0,1.8922069311937755,-0.055941849636649374,440,264,3,638,0
22,1002,1.0,1.0,1.0,-0.16512822697702598,220,264,3,638,0
22,1002,1.5,1.5,1.4461034655968878,-0.09669273189821397,330,264,3,638,0
22,1002,2.0,2.0,1.8922069311937755,-0.0554681231342021,440,264,3,638,0
22,1003,1.0,1.0,1.0,-0.16512822697702598,220,264,3,638,0
22,1003,1.5,1.5,1.4461034655968878,-0.09465120417381084,330,264,3,638,0
22,1003,2.0,2.0,1.8922069311937755,-0.05463742637618264,440,264,3,638,0
22,1004,1.0,1.0,1.0,-0.16512822697702598,220,264,3,638,0
22,1004,1.5,1.5,1.4461034655968878,-0.09407566983570226,330,264,3,638,0
22,1004,2.0,2.0,1.8922069311937755,-0.052743874753211545,440,264,3,638,0
22,1005,1.0,1.0,1.0,-0.16512822697702598,220,264,3,638,0
22,1005,1.5,1.5,1.4461034655968878,-0.10049047005514192,330,264,3,638,0
22,1005,2.0,2.0,1.8922069311937755,-0.05886438601464929,440,264,3,638,0
22,1006,1.0,1.0,1.0,-0.16512822697702598,220,264,3,638,0
22,1006,1.5,1.5,1.4461034655968878,-0.09523719047132223,330,264,3,638,0
22,1006,2.0,2.0,1.8922069311937755,-0.054937833566253126,440,264,3,638,0
22,1007,1.0,1.0,1.0,-0.16512822697702598,220,264,3,638,0
22,1007,1.5,1.5,1.4461034655968878,-0.09572640191192937,330,264,3,638,0
22,1007,2.0,2.0,1.8922069311937755,-0.054292936788338214,440,264,3,638,0
23,1000,1.0,1.0,1.0,-0.10422154395186735,230,276,3,667,0
23,1000,1.5,1.4956521739130435,1.4422475933631975,-0.056504229685257916,344,276,3,667,0
23,1000,2.0,2.0,1.8922539164345213,-0.030392401090416323,460,276,3,667,0
23,1001,1.0,1.0,1.0,-0.10422154395186735,230,276,3,667,0
23,1001,1.5,1.4956521739130435,1.4422475933631975,-0.06145225413785141,344,276,3,667,0
23,1001,2.0,2.0,1.8922539164345213,-0.030939944021849235,460,276,3,667,0
23,1002,1.0,1.0,1.0,-0.10422154395186735,230,276,3,667,0
23,1002,1.5,1.4956521739130435,1.4422475933631975,-0.05850142556150119,344,276,3,667,0
23,1002,2.0,2.0,1.8922539164345213,-0.03162471840015454,460,276,3,667,0
23,1003,1.0,1.0,1.0,-0.10422154395186735,230,276,3,667,0
23,1003,1.5,1.4956521739130435,1.4422475933631975,-0.055788405219789304,344,276,3,667,0
23,1003,2.0,2.0,1.8922539164345213,-0.032862126193510595,460,276,3,667,0
23,1004,1.0,1.0,1.0,-0.10422154395186735,230,276,3,667,0
23,1004,1.5,1.4956521739130435,1.4422475933631975,-0.05923857222075899,344,276,3,667,0
23,1004,2.0,2.0,1.8922539164345213,-0.03039646103928684,460,276,3,667,0
23,1005,1.0,1.0,1.0,-0.10422154395186735,230,276,3,667,0
23,1005,1.5,1.4956521739130435,1.4422475933631975,-0.06355620069437351,344,276,3,667,0
23,1005,2.0,2.0,1.8922539164345213,-0.03376299680962825,460,276,3,667,0
23,1006,1.0,1.0,1.0,-0.10422154395186735,230,276,3,667,0
23,1006,1.5,1.4956521739130435,1.4422475933631975,-0.057315408464758744,344,276,3,667,0
23,1006,2.0,2.0,1.8922539164345213,-0.031896938504625855,460,276,3,667,0
23,1007,1.0,1.0,1.0,-0.10422154395186735,230,276,3,667,0
23,1007,1.5,1.4956521739130435,1.4422475933631975,-0.057329039220080966,344,276,3,667,0
23,1007,2.0,2.0,1.8922539164345213,-0.03088515816391012,460,276,3,667,0
24,1000,1.0,1.0,1.0,-0.04470889223292828,240,288,3,696,0
24,1000,1.5,1.5,1.4461484952930028,-0.022735367774685447,360,288,3,696,0
24,1000,2.0,2.0,1.8922969905860059,-0.010203332071898353,480,288,3,696,0
24,1001,1.0,1.0,1.0,-0.04470889223292828,240,288,3,696,0
24,1001,1.5,1.5,1.4461484952930028,-0.02421749247499709,360,288,3,696,0
24,1001,2.0,2.0,1.8922969905860059,-0.012441399451609983,480,288,3,696,0
24,1002,1.0,1.0,1.0,-0.04470889223292828,240,288,3,696,0
24,1002,1.5,1.5,1.4461484952930028,-0.023119304590242015,360,288,3,696,0
24,1002,2.0,2.0,1.8922969905860059,-0.011614297545802958,480,288,3,696,0
24,1003,1.0,1.0,1.0,-0.04470889223292828,240,288,3,696,0
24,1003,1.5,1.5,1.4461484952930028,-0.022134692964009786,360,288,3,696,0
24,1003,2.0,2.0,1.8922969905860059,-0.013483041992629978,480,288,3,696,0
24,1004,1.0,1.0,1.0,-0.04470889223292828,240,288,3,696,0
24,1004,1.5,1.5,1.4461484952930028,-0.022147203039815013,360,288,3,696,0
24,1004,2.0,2.0,1.8922969905860059,-0.010326458206375068,480,288,3,696,0
24,1005,1.0,1.0,1.0,-0.04470889223292828,240,288,3,696,0
24,1005,1.5,1.5,1.4461484952930028,-0.023649072546665657,360,288,3,696,0
24,1005,2.0,2.0,1.8922969905860059,-0.013307673166127014,480,288,3,696,0
24,1006,1.0,1.0,1.0,-0.04470889223292828,240,288,3,696,0
24,1006,1.5,1.5,1.4461484952930028,-0.02314106031708965,360,288,3,696,0
24,1006,2.0,2.0,1.8922969905860059,-0.011747908904716643,480,288,3,696,0
24,1007,1.0,1.0,1.0,-0.04470889223292828,240,288,3,696,0
24,1007,1.5,1.5,1.4461484952930028,-0.024060989700379072,360,288,3,696,0
24,1007,2.0,2.0,1.8922969905860059,-0.010454830412757994,480,288,3,696,0
25,1000,1.0,1.0,1.0,0.01200828723633154,250,300,3,725,0
25,1000,1.5,1.496,1.4425989647494084,0.008599023682891038,374,300,3,725,0
25,1000,2.0,2.0,1.8923366224786453,0.006535309790896555,500,300,3,725,0
25,1001,1.0,1.0,1.0,0.01200828723633154,250,300,3,725,0
25,1001,1.5,1.496,1.4425989647494084,0.0070255429227509564,374,300,3,725,0
25,1001,2.0,2.0,1.8923366224786453,0.0058471102633080195,500,300,3,725,0
25,1002,1.0,1.0,1.0,0.01200828723633154,250,300,3,725,0
25,1002,1.5,1.496,1.4425989647494084,0.007248429889616721,374,300,3,725,0
25,1002,2.0,2.0,1.8923366224786453,0.005654709313934928,500,300,3,725,0
25,1003,1.0,1.0,1.0,0.01200828723633154,250,300,3,725,0
25,1003,1.5,1.496,1.4425989647494084,0.007427177128503861,374,300,3,725,0
25,1003,2.0,2.0,1.8923366224786453,0.005662475982215981,500,300,3,725,0
25,1004,1.0,1.0,1.0,0.01200828723633154,250,300,3,725,0
25,1004,1.5,1.496,1.4425989647494084,0.008572035816183333,374,300,3,725,0
25,1004,2.0,2.0,1.8923366224786453,0.005778597214483806,500,300,3,725,0
25,1005,1.0,1.0,1.0,0.01200828723633154,250,300,3,725,0
25,1005,1.5,1.496,1.4425989647494084,0.008818798525743904,374,300,3,725,0
25,1005,2.0,2.0,1.8923366224786453,0.004813432491392421,500,300,3,725,0
25,1006,1.0,1.0,1.0,0.01200828723633154,250,300,3,725,0
25,1006,1.5,1.496,1.4425989647494084,0.0074846431412550485,374,300,3,725,0
25,1006,2.0,2.0,1.8923366224786453,0.004685837674199919,500,300,3,725,0
25,1007,1.0,1.0,1.0,0.01200828723633154,250,300,3,725,0
25,1007,1.5,1.496,1.4425989647494084,0.007318907612550657,374,300,3,725,0
25,1007,2.0,2.0,1.8923366224786453,0.003831476690520486,500,300,3,725,0
26,1000,1.0,1.0,1.0,0.05875056147802233,260,312,3,754,0
26,1000,1.5,1.5,1.4461866044445169,0.03238249204878405,390,312,3,754,0
26,1000,2.0,2.0,1.8923732088890335,0.018110186770007364,520,312,3,754,0
26,1001,1.0,1.0,1.0,0.05875056147802233,260,312,3,754,0
26,1001,1.5,1.5,1.4461866044445169,0.030467979398933066,390,312,3,754,0
26,1001,2.0,2.0,1.8923732088890335,0.017709875452776788,520,312,3,754,0
26,1002,1.0,1.0,1.0,0.05875056147802233,260,312,3,754,0
26,1002,1.5,1.5,1.4461866044445169,0.031809812482126915,390,312,3,754,0
26,1002,2.0,2.0,1.8923732088890335,0.017868130844546085,520,312,3,754,0
26,1003,1.0,1.0,1.0,0.05875056147802233,260,312,3,754,0
26,1003,1.5,1.5,1.4461866044445169,0.03007938744156939,390,312,3,754,0
26,1003,2.0,2.0,1.8923732088890335,0.01692519496207513,520,312,3,754,0
26,1004,1.0,1.0,1.0,0.05875056147802233,260,312,3,754,0
26,1004,1.5,1.5,1.4461866044445169,0.031037103075198146,390,312,3,754,0
26,1004,2.0,2.0,1.8923732088890335,0.016547565776070233,520,312,3,754,0
26,1005,1.0,1.0,1.0,0.05875056147802233,260,312,3,754,0
26,1005,1.5,1.5,1.4461866044445169,0.030585059357563782,390,312,3,754,0
26,1005,2.0,2.0,1.8923732088890335,0.016734254768471506,520,312,3,754,0
26,1006,1.0,1.0,1.0,0.05875056147802233,260,312,3,754,0
26,1006,1.5,1.5,1.4461866044445169,0.03101446635259741,390,312,3,754,0
26,1006,2.0,2.0,1.8923732088890335,0.016880255054974633,520,312,3,754,0
26,1007,1.0,1.0,1.0,0.05875056147802233,260,312,3,754,0
26,1007,1.5,1.5,1.4461866044445169,0.030502113151707526,390,312,3,754,0
26,1007,2.0,2.0,1.8923732088890335,0.01795194742234776,520,312,3,754,0
27,1000,1.0,1.0,1.0,0.09376898518317167,270,324,3,783,0
27,1000,1.5,1.5037037037037038,1.4495087553715897,0.049492605741193074,406,324,3,783,0
27,1000,2.0,2.0,1.8924070878700678,0.025922227693244163,540,324,3,783,0
27,1001,1.0,1.0,1.0,0.09376898518317167,270,324,3,783,0
27,1001,1.5,1.5037037037037038,1.4495087553715897,0.047137715911999,406,324,3,783,0
27,1001,2.0,2.0,1.8924070878700678,0.02480633670437984,540,324,3,783,0
27,1002,1.0,1.0,1.0,0.09376898518317167,270,324,3,783,0
27,1002,1.5,1.5037037037037038,1.4495087553715897,0.04746288878614439,406,324,3,783,0
27,1002,2.0,2.0,1.8924070878700678,0.024500776789847863,540,324,3,783,0
27,1003,1.0,1.0,1.0,0.09376898518317167,270,324,3,783,0
27,1003,1.5,1.5037037037037038,1.4495087553715897,0.046323855120392415,406,324,3,783,0
27,1003,2.0,2.0,1.8924070878700678,0.025279582152442668,540,324,3,783,0
27,1004,1.0,1.0,1.0,0.09376898518317167,270,324,3,783,0
27,1004,1.5,1.5037037037037038,1.4495087553715897,0.0472189786301264,406,324,3,783,0
27,1004,2.0,2.0,1.8924070878700678,0.02401437819702099,540,324,3,783,0
27,1005,1.0,1.0,1.0,0.09376898518317167,270,324,3,783,0
27,1005,1.5,1.5037037037037038,1.4495087553715897,0.04870843457285259,406,324,3,783,0
27,1005,2.0,2.0,1.8924070878700678,0.024376830398004423,540,324,3,783,0
27,1006,1.0,1.0,1.0,0.09376898518317167,270,324,3,783,0
27,1006,1.5,1.5037037037037038,1.4495087553715897,0.046687306954900226,406,324,3,783,0
27,1006,2.0,2.0,1.8924070878700678,0.02436788892678904,540,324,3,783,0
27,1007,1.0,1.0,1.0,0.09376898518317167,270,324,3,783,0
27,1007,1.5,1.5037037037037038,1.4495087553715897,0.04621405981289195,406,324,3,783,0
27,1007,2.0,2.0,1.8924070878700678,0.024509806699286506,540,324,3,783,0
28,1000,1.0,1.0,1.0,0.11477695302481178,280,336,3,812,0
28,1000,1.5,1.5,1.4462192746136722,0.05771102954018924,420,336,3,812,0
28,1000,2.0,2.0,1.8924385492273443,0.029275687784324197,560,336,3,812,0
28,1001,1.0,1.0,1.0,0.11477695302481178,280,336,3,812,0
28,1001,1.5,1.5,1.4462192746136722,0.055584215034889445,420,336,3,812,0
28,1001,2.0,2.0,1.8924385492273443,0.02831088404818562,560,336,3,812,0
28,1002,1.0,1.0,1.0,0.11477695302481178,280,336,3,812,0
28,1002,1.5,1.5,1.4462192746136722,0.05643107588195948,420,336,3,812,0
28,1002,2.0,2.0,1.8924385492273443,0.02820508393586656,560,336,3,812,0
28,1003,1.0,1.0,1.0,0.11477695302481178,280,336,3,812,0
28,1003,1.5,1.5,1.4462192746136722,0.05601870315235643,420,336,3,812,0
28,1003,2.0,2.0,1.8924385492273443,0.02836676715040831,560,336,3,812,0
28,1004,1.0,1.0,1.0,0.11477695302481178,280,336,3,812,0
28,1004,1.5,1.5,1.4462192746136722,0.0579408500817735,420,336,3,812,0
28,1004,2.0,2.0,1.8924385492273443,0.027594398174730504,560,336,3,812,0
28,1005,1.0,1.0,1.0,0.11477695302481178,280,336,3,812,0
28,1005,1.5,1.5,1.4462192746136722,0.057792630996479556,420,336,3,812,0
28,1005,2.0,2.0,1.8924385492273443,0.028926434486262816,560,336,3,812,0
28,1006,1.0,1.0,1.0,0.11477695302481178,280,336,3,812,0
28,1006,1.5,1.5,1.4462192746136722,0.056163117422171754,420,336,3,812,0
28,1006,2.0,2.0,1.8924385492273443,0.02772639687764476,560,336,3,812,0
28,1007,1.0,1.0,1.0,0.11477695302481178,280,336,3,812,0
28,1007,1.5,1.5,1.4462192746136722,0.05485802866655961,420,336,3,812,0
28,1007,2.0,2.0,1.8924385492273443,0.02761434609560839,560,336,3,812,0
29,1000,1.0,1.0,1.0,0.12152988400981629,290,348,3,841,0
29,1000,1.5,1.5034482758620689,1.4493113967351094,0.057967675759550225,436,348,3,841,0
29,1000,2.0,2.0,1.8924678428300121,0.02825691467897206,580,348,3,841,0
29,1001,1.0,1.0,1.0,0.12152988400981629,290,348,3,841,0
29,1001,1.5,1.5034482758620689,1.4493113967351094,0.0572441930160536,436,348,3,841,0
