n,fold_seed,lambda_nominal,lambda_r,lambda_eff,expectation_dm,cx,sx,x,rz,sxdg
29,1001,2.0,2.0,1.8924678428300121,0.028033680880298062,580,348,3,841,0
29,1002,1.0,1.0,1.0,0.12152988400981629,290,348,3,841,0
29,1002,1.5,1.5034482758620689,1.4493113967351094,0.058382106404350105,436,348,3,841,0
29,1002,2.0,2.0,1.8924678428300121,0.027989829329853173,580,348,3,841,0
29,1003,1.0,1.0,1.0,0.12152988400981629,290,348,3,841,0
29,1003,1.5,1.5034482758620689,1.4493113967351094,0.05556842693196693,436,348,3,841,0
29,1003,2.0,2.0,1.8924678428300121,0.027204373902079273,580,348,3,841,0
29,1004,1.0,1.0,1.0,0.12152988400981629,290,348,3,841,0
29,1004,1.5,1.5034482758620689,1.4493113967351094,0.05902735582861388,436,348,3,841,0
29,1004,2.0,2.0,1.8924678428300121,0.027022852379179844,580,348,3,841,0
29,1005,1.0,1.0,1.0,0.12152988400981629,290,348,3,841,0
29,1005,1.5,1.5034482758620689,1.4493113967351094,0.059511763436252675,436,348,3,841,0
29,1005,2.0,2.0,1.8924678428300121,0.029366457080907564,580,348,3,841,0
29,1006,1.0,1.0,1.0,0.12152988400981629,290,348,3,841,0
29,1006,1.5,1.5034482758620689,1.4493113967351094,0.05732774338207026,436,348,3,841,0
29,1006,2.0,2.0,1.8924678428300121,0.02792623901878863,580,348,3,841,0
29,1007,1.0,1.0,1.0,0.12152988400981629,290,348,3,841,0
29,1007,1.5,1.5034482758620689,1.4493113967351094,0.05730923799777545,436,348,3,841,0
29,1007,2.0,2.0,1.8924678428300121,0.027506918054684124,580,348,3,841,0
30,1000,1.0,1.0,1.0,0.11534213488628058,300,360,3,870,0
30,1000,1.5,1.5,1.4462475926304665,0.05332297749279913,450,360,3,870,0
30,1000,2.0,2.0,1.8924951852609337,0.025156651095011657,600,360,3,870,0
30,1001,1.0,1.0,1.0,0.11534213488628058,300,360,3,870,0
30,1001,1.5,1.5,1.4462475926304665,0.05212525380527521,450,360,3,870,0
30,1001,2.0,2.0,1.8924951852609337,0.024909210512250417,600,360,3,870,0
30,1002,1.0,1.0,1.0,0.11534213488628058,300,360,3,870,0
30,1002,1.5,1.5,1.4462475926304665,0.05342660609381383,450,360,3,870,0
30,1002,2.0,2.0,1.8924951852609337,0.024558973919111313,600,360,3,870,0
30,1003,1.0,1.0,1.0,0.11534213488628058,300,360,3,870,0
30,1003,1.5,1.5,1.4462475926304665,0.05315103470995847,450,360,3,870,0
30,1003,2.0,2.0,1.8924951852609337,0.024349848269864194,600,360,3,870,0
30,1004,1.0,1.0,1.0,0.11534213488628058,300,360,3,870,0
30,1004,1.5,1.5,1.4462475926304665,0.053332696100450605,450,360,3,870,0
30,1004,2.0,2.0,1.8924951852609337,0.024213199792399585,600,360,3,870,0
30,1005,1.0,1.0,1.0,0.11534213488628058,300,360,3,870,0
30,1005,1.5,1.5,1.4462475926304665,0.054024179778544894,450,360,3,870,0
30,1005,2.0,2.0,1.8924951852609337,0.025581286248465607,600,360,3,870,0
30,1006,1.0,1.0,1.0,0.11534213488628058,300,360,3,870,0
30,1006,1.5,1.5,1.4462475926304665,0.052881941962297396,450,360,3,870,0
30,1006,2.0,2.0,1.8924951852609337,0.024720947485297816,600,360,3,870,0
30,1007,1.0,1.0,1.0,0.11534213488628058,300,360,3,870,0
30,1007,1.5,1.5,1.4462475926304665,0.05421126776002688,450,360,3,870,0
30,1007,2.0,2.0,1.8924951852609337,0.02480794804891833,600,360,3,870,0
31,1000,1.0,1.0,1.0,0.09906982427454998,310,372,3,899,0
31,1000,1.5,1.5032258064516129,1.4491394818329313,0.04382141815097176,466,372,3,899,0
31,1000,2.0,2.0,1.892520765180825,0.02003181830806903,620,372,3,899,0
31,1001,1.0,1.0,1.0,0.09906982427454998,310,372,3,899,0
31,1001,1.5,1.5032258064516129,1.4491394818329313,0.044411457914582064,466,372,3,899,0
31,1001,2.0,2.0,1.892520765180825,0.02018098993604218,620,372,3,899,0
31,1002,1.0,1.0,1.0,0.09906982427454998,310,372,3,899,0
31,1002,1.5,1.5032258064516129,1.4491394818329313,0.04429603007318556,466,372,3,899,0
31,1002,2.0,2.0,1.892520765180825,0.01981451766020081,620,372,3,899,0
31,1003,1.0,1.0,1.0,0.09906982427454998,310,372,3,899,0
31,1003,1.5,1.5032258064516129,1.4491394818329313,0.04541594366984473,466,372,3,899,0
31,1003,2.0,2.0,1.892520765180825,0.019967672649164752,620,372,3,899,0
31,1004,1.0,1.0,1.0,0.09906982427454998,310,372,3,899,0
31,1004,1.5,1.5032258064516129,1.4491394818329313,0.04536808462594273,466,372,3,899,0
31,1004,2.0,2.0,1.892520765180825,0.019318182557275486,620,372,3,899,0
31,1005,1.0,1.0,1.0,0.09906982427454998,310,372,3,899,0
31,1005,1.5,1.5032258064516129,1.4491394818329313,0.043995507127886795,466,372,3,899,0
31,1005,2.0,2.0,1.892520765180825,0.020842266166229566,620,372,3,899,0
31,1006,1.0,1.0,1.0,0.09906982427454998,310,372,3,899,0
31,1006,1.5,1.5032258064516129,1.4491394818329313,0.044784395292212,466,372,3,899,0
31,1006,2.0,2.0,1.892520765180825,0.019796984862363167,620,372,3,899,0
31,1007,1.0,1.0,1.0,0.09906982427454998,310,372,3,899,0
31,1007,1.5,1.5032258064516129,1.4491394818329313,0.043825323439698784,466,372,3,899,0
31,1007,2.0,2.0,1.892520765180825,0.01988386002876968,620,372,3,899,0
32,1000,1.0,1.0,1.0,0.07501914151459328,320,384,3,928,0
32,1000,1.5,1.5,1.446272373843728,0.034272357181938516,480,384,3,928,0
32,1000,2.0,2.0,1.892544747687456,0.014738846178221254,640,384,3,928,0
32,1001,1.0,1.0,1.0,0.07501914151459328,320,384,3,928,0
32,1001,1.5,1.5,1.446272373843728,0.03125224549419002,480,384,3,928,0
32,1001,2.0,2.0,1.892544747687456,0.013860472507820906,640,384,3,928,0
32,1002,1.0,1.0,1.0,0.07501914151459328,320,384,3,928,0
32,1002,1.5,1.5,1.446272373843728,0.03471139610692161,480,384,3,928,0
32,1002,2.0,2.0,1.892544747687456,0.014371476104304984,640,384,3,928,0
32,1003,1.0,1.0,1.0,0.07501914151459328,320,384,3,928,0
32,1003,1.5,1.5,1.446272373843728,0.03247458539993716,480,384,3,928,0
32,1003,2.0,2.0,1.892544747687456,0.013742190031196621,640,384,3,928,0
32,1004,1.0,1.0,1.0,0.07501914151459328,320,384,3,928,0
32,1004,1.5,1.5,1.446272373843728,0.03272576853353927,480,384,3,928,0
32,1004,2.0,2.0,1.892544747687456,0.013797389752081049,640,384,3,928,0
32,1005,1.0,1.0,1.0,0.07501914151459328,320,384,3,928,0
32,1005,1.5,1.5,1.446272373843728,0.032479361764296215,480,384,3,928,0
32,1005,2.0,2.0,1.892544747687456,0.015451436477221256,640,384,3,928,0
32,1006,1.0,1.0,1.0,0.07501914151459328,320,384,3,928,0
32,1006,1.5,1.5,1.446272373843728,0.03153654108884256,480,384,3,928,0
32,1006,2.0,2.0,1.892544747687456,0.013186519701738555,640,384,3,928,0
32,1007,1.0,1.0,1.0,0.07501914151459328,320,384,3,928,0
32,1007,1.5,1.5,1.446272373843728,0.033803465168854976,480,384,3,928,0
32,1007,2.0,2.0,1.892544747687456,0.014514801848364109,640,384,3,928,0
33,1000,1.0,1.0,1.0,0.04667310605695296,330,396,3,957,0
33,1000,1.5,1.503030303030303,1.4489883882683732,0.021314364691412804,496,396,3,957,0
33,1000,2.0,2.0,1.8925672778829106,0.009298706904183785,660,396,3,957,0
33,1001,1.0,1.0,1.0,0.04667310605695296,330,396,3,957,0
33,1001,1.5,1.503030303030303,1.4489883882683732,0.019898069196117692,496,396,3,957,0
33,1001,2.0,2.0,1.8925672778829106,0.008529987031109326,660,396,3,957,0
33,1002,1.0,1.0,1.0,0.04667310605695296,330,396,3,957,0
33,1002,1.5,1.503030303030303,1.4489883882683732,0.02060302047183366,496,396,3,957,0
33,1002,2.0,2.0,1.8925672778829106,0.008912369312105744,660,396,3,957,0
33,1003,1.0,1.0,1.0,0.04667310605695296,330,396,3,957,0
33,1003,1.5,1.503030303030303,1.4489883882683732,0.020846451746014558,496,396,3,957,0
33,1003,2.0,2.0,1.8925672778829106,0.008238254772495186,660,396,3,957,0
33,1004,1.0,1.0,1.0,0.04667310605695296,330,396,3,957,0
33,1004,1.5,1.503030303030303,1.4489883882683732,0.01858207705836014,496,396,3,957,0
33,1004,2.0,2.0,1.8925672778829106,0.007560349747237688,660,396,3,957,0
33,1005,1.0,1.0,1.0,0.04667310605695296,330,396,3,957,0
33,1005,1.5,1.503030303030303,1.4489883882683732,0.021862255502978004,496,396,3,957,0
33,1005,2.0,2.0,1.8925672778829106,0.009969419290792638,660,396,3,957,0
33,1006,1.0,1.0,1.0,0.04667310605695296,330,396,3,957,0
33,1006,1.5,1.503030303030303,1.4489883882683732,0.01845211855815505,496,396,3,957,0
33,1006,2.0,2.0,1.8925672778829106,0.006907148451151344,660,396,3,957,0
33,1007,1.0,1.0,1.0,0.04667310605695296,330,396,3,957,0
33,1007,1.5,1.503030303030303,1.4489883882683732,0.020028671346388967,496,396,3,957,0
33,1007,2.0,2.0,1.8925672778829106,0.008629493378153847,660,396,3,957,0
34,1000,1.0,1.0,1.0,0.018583235980049292,340,408,3,986,0
34,1000,1.5,1.5,1.446294241905912,0.00959481696321345,510,408,3,986,0
34,1000,2.0,2.0,1.892588483811824,0.0039373820823583915,680,408,3,986,0
34,1001,1.0,1.0,1.0,0.018583235980049292,340,408,3,986,0
34,1001,1.5,1.5,1.446294241905912,0.008355200588317463,510,408,3,986,0
34,1001,2.0,2.0,1.892588483811824,0.0031280703746276034,680,408,3,986,0
34,1002,1.0,1.0,1.0,0.018583235980049292,340,408,3,986,0
34,1002,1.5,1.5,1.446294241905912,0.008289135976730947,510,408,3,986,0
34,1002,2.0,2.0,1.892588483811824,0.003352818194403302,680,408,3,986,0
34,1003,1.0,1.0,1.0,0.018583235980049292,340,408,3,986,0
34,1003,1.5,1.5,1.446294241905912,0.007974870555425508,510,408,3,986,0
34,1003,2.0,2.0,1.892588483811824,0.003387156096926569,680,408,3,986,0
34,1004,1.0,1.0,1.0,0.018583235980049292,340,408,3,986,0
34,1004,1.5,1.5,1.446294241905912,0.008214830041571891,510,408,3,986,0
34,1004,2.0,2.0,1.892588483811824,0.002910336928071658,680,408,3,986,0
34,1005,1.0,1.0,1.0,0.018583235980049292,340,408,3,986,0
34,1005,1.5,1.5,1.446294241905912,0.008578941456714196,510,408,3,986,0
34,1005,2.0,2.0,1.892588483811824,0.004598717768234361,680,408,3,986,0
34,1006,1.0,1.0,1.0,0.018583235980049292,340,408,3,986,0
34,1006,1.5,1.5,1.446294241905912,0.008459497693666182,510,408,3,986,0
34,1006,2.0,2.0,1.892588483811824,0.0032948156913128945,680,408,3,986,0
34,1007,1.0,1.0,1.0,0.018583235980049292,340,408,3,986,0
34,1007,1.5,1.5,1.446294241905912,0.0073115193597876205,510,408,3,986,0
34,1007,2.0,2.0,1.892588483811824,0.00319644599652656,680,408,3,986,0
35,1000,1.0,1.0,1.0,-0.00872075470396869,350,420,3,1015,0
35,1000,1.5,1.502857142857143,1.4488545493878557,-0.0018690292969856988,526,420,3,1015,0
35,1000,2.0,2.0,1.8926084788963038,-0.00043705129207993016,700,420,3,1015,0
35,1001,1.0,1.0,1.0,-0.00872075470396869,350,420,3,1015,0
35,1001,1.5,1.502857142857143,1.4488545493878557,-0.0039714902388426655,526,420,3,1015,0
35,1001,2.0,2.0,1.8926084788963038,-0.0018816191001209746,700,420,3,1015,0
35,1002,1.0,1.0,1.0,-0.00872075470396869,350,420,3,1015,0
35,1002,1.5,1.502857142857143,1.4488545493878557,-0.0020789070059283655,526,420,3,1015,0
35,1002,2.0,2.0,1.8926084788963038,-0.0008710217470987594,700,420,3,1015,0
35,1003,1.0,1.0,1.0,-0.00872075470396869,350,420,3,1015,0
35,1003,1.5,1.502857142857143,1.4488545493878557,-0.0026949753307462434,526,420,3,1015,0
35,1003,2.0,2.0,1.8926084788963038,-0.0016996361249297957,700,420,3,1015,0
35,1004,1.0,1.0,1.0,-0.00872075470396869,350,420,3,1015,0
35,1004,1.5,1.502857142857143,1.4488545493878557,-0.002976480631497017,526,420,3,1015,0
35,1004,2.0,2.0,1.8926084788963038,-0.0012773466217772952,700,420,3,1015,0
35,1005,1.0,1.0,1.0,-0.00872075470396869,350,420,3,1015,0
35,1005,1.5,1.502857142857143,1.4488545493878557,-0.0023063242857939738,526,420,3,1015,0
35,1005,2.0,2.0,1.8926084788963038,-0.0002990352270332948,700,420,3,1015,0
35,1006,1.0,1.0,1.0,-0.00872075470396869,350,420,3,1015,0
35,1006,1.5,1.502857142857143,1.4488545493878557,-0.0017218172054893279,526,420,3,1015,0
35,1006,2.0,2.0,1.8926084788963038,-0.0010561970081940139,700,420,3,1015,0
35,1007,1.0,1.0,1.0,-0.00872075470396869,350,420,3,1015,0
35,1007,1.5,1.502857142857143,1.4488545493878557,-0.0029061716231761374,526,420,3,1015,0
35,1007,2.0,2.0,1.8926084788963038,-0.001100600799352813,700,420,3,1015,0
36,1000,1.0,1.0,1.0,-0.03173149358820808,360,432,3,1044,0
36,1000,1.5,1.5,1.446313681982667,-0.011566920920725204,540,432,3,1044,0
36,1000,2.0,2.0,1.8926273639653337,-0.004376569561079849,720,432,3,1044,0
36,1001,1.0,1.0,1.0,-0.03173149358820808,360,432,3,1044,0
36,1001,1.5,1.5,1.446313681982667,-0.011283497576062526,540,432,3,1044,0
36,1001,2.0,2.0,1.8926273639653337,-0.004769823612832865,720,432,3,1044,0
36,1002,1.0,1.0,1.0,-0.03173149358820808,360,432,3,1044,0
36,1002,1.5,1.5,1.446313681982667,-0.012000332680899162,540,432,3,1044,0
36,1002,2.0,2.0,1.8926273639653337,-0.004382682230129269,720,432,3,1044,0
36,1003,1.0,1.0,1.0,-0.03173149358820808,360,432,3,1044,0
36,1003,1.5,1.5,1.446313681982667,-0.011193472189452273,540,432,3,1044,0
36,1003,2.0,2.0,1.8926273639653337,-0.004394842920750139,720,432,3,1044,0
36,1004,1.0,1.0,1.0,-0.03173149358820808,360,432,3,1044,0
36,1004,1.5,1.5,1.446313681982667,-0.012940833217129456,540,432,3,1044,0
36,1004,2.0,2.0,1.8926273639653337,-0.004725082781545794,720,432,3,1044,0
36,1005,1.0,1.0,1.0,-0.03173149358820808,360,432,3,1044,0
36,1005,1.5,1.5,1.446313681982667,-0.010934247459579521,540,432,3,1044,0
36,1005,2.0,2.0,1.8926273639653337,-0.00411808291810248,720,432,3,1044,0
36,1006,1.0,1.0,1.0,-0.03173149358820808,360,432,3,1044,0
36,1006,1.5,1.5,1.446313681982667,-0.011355073690570577,540,432,3,1044,0
36,1006,2.0,2.0,1.8926273639653337,-0.004542788925309547,720,432,3,1044,0
36,1007,1.0,1.0,1.0,-0.03173149358820808,360,432,3,1044,0
36,1007,1.5,1.5,1.446313681982667,-0.011646679885821057,540,432,3,1044,0
36,1007,2.0,2.0,1.8926273639653337,-0.004193575652311919,720,432,3,1044,0
37,1000,1.0,1.0,1.0,-0.0480138416790799,370,444,3,1073,0
37,1000,1.5,1.5027027027027027,1.4487351691505121,-0.0173581412792448,556,444,3,1073,0
37,1000,2.0,2.0,1.89264522895532,-0.00641424171857132,740,444,3,1073,0
37,1001,1.0,1.0,1.0,-0.0480138416790799,370,444,3,1073,0
37,1001,1.5,1.5027027027027027,1.4487351691505121,-0.018531519968508558,556,444,3,1073,0
37,1001,2.0,2.0,1.89264522895532,-0.007031717873750459,740,444,3,1073,0
37,1002,1.0,1.0,1.0,-0.0480138416790799,370,444,3,1073,0
37,1002,1.5,1.5027027027027027,1.4487351691505121,-0.017497184109462605,556,444,3,1073,0
37,1002,2.0,2.0,1.89264522895532,-0.006488260971615981,740,444,3,1073,0
37,1003,1.0,1.0,1.0,-0.0480138416790799,370,444,3,1073,0
37,1003,1.5,1.5027027027027027,1.4487351691505121,-0.017745541402840848,556,444,3,1073,0
37,1003,2.0,2.0,1.89264522895532,-0.006853374086748087,740,444,3,1073,0
37,1004,1.0,1.0,1.0,-0.0480138416790799,370,444,3,1073,0
37,1004,1.5,1.5027027027027027,1.4487351691505121,-0.018471025256060418,556,444,3,1073,0
37,1004,2.0,2.0,1.89264522895532,-0.0069654702510964445,740,444,3,1073,0
37,1005,1.0,1.0,1.0,-0.0480138416790799,370,444,3,1073,0
37,1005,1.5,1.5027027027027027,1.4487351691505121,-0.017719032645293387,556,444,3,1073,0
37,1005,2.0,2.0,1.89264522895532,-0.006412888604600471,740,444,3,1073,0
37,1006,1.0,1.0,1.0,-0.0480138416790799,370,444,3,1073,0
37,1006,1.5,1.5027027027027027,1.4487351691505121,-0.01707563140662189,556,444,3,1073,0
37,1006,2.0,2.0,1.89264522895532,-0.006501922332012515,740,444,3,1073,0
37,1007,1.0,1.0,1.0,-0.0480138416790799,370,444,3,1073,0
37,1007,1.5,1.5027027027027027,1.4487351691505121,-0.018131374849480048,556,444,3,1073,0
37,1007,2.0,2.0,1.89264522895532,-0.006684187655282501,740,444,3,1073,0
38,1000,1.0,1.0,1.0,-0.058882459716308254,380,456,3,1102,0
38,1000,1.5,1.5,1.4463310771711604,-0.02178710229165709,570,456,3,1102,0
38,1000,2.0,2.0,1.892662154342321,-0.007810657697109439,760,456,3,1102,0
38,1001,1.0,1.0,1.0,-0.058882459716308254,380,456,3,1102,0
38,1001,1.5,1.5,1.4463310771711604,-0.022280843773338752,570,456,3,1102,0
38,1001,2.0,2.0,1.892662154342321,-0.008441209103273475,760,456,3,1102,0
38,1002,1.0,1.0,1.0,-0.058882459716308254,380,456,3,1102,0
38,1002,1.5,1.5,1.4463310771711604,-0.020926611248166582,570,456,3,1102,0
38,1002,2.0,2.0,1.892662154342321,-0.007686692772011241,760,456,3,1102,0
38,1003,1.0,1.0,1.0,-0.058882459716308254,380,456,3,1102,0
38,1003,1.5,1.5,1.4463310771711604,-0.022016212837035743,570,456,3,1102,0
38,1003,2.0,2.0,1.892662154342321,-0.008354034998190624,760,456,3,1102,0
38,1004,1.0,1.0,1.0,-0.058882459716308254,380,456,3,1102,0
38,1004,1.5,1.5,1.4463310771711604,-0.02201573702448881,570,456,3,1102,0
38,1004,2.0,2.0,1.892662154342321,-0.008165125052126883,760,456,3,1102,0
38,1005,1.0,1.0,1.0,-0.058882459716308254,380,456,3,1102,0
38,1005,1.5,1.5,1.4463310771711604,-0.021556106062701374,570,456,3,1102,0
38,1005,2.0,2.0,1.892662154342321,-0.00785473398400226,760,456,3,1102,0
38,1006,1.0,1.0,1.0,-0.058882459716308254,380,456,3,1102,0
38,1006,1.5,1.5,1.4463310771711604,-0.02072221630954333,570,456,3,1102,0
38,1006,2.0,2.0,1.892662154342321,-0.008058490761571106,760,456,3,1102,0
38,1007,1.0,1.0,1.0,-0.058882459716308254,380,456,3,1102,0
38,1007,1.5,1.5,1.4463310771711604,-0.0220096308392995,570,456,3,1102,0
38,1007,2.0,2.0,1.892662154342321,-0.00802101181695928,760,456,3,1102,0
39,1000,1.0,1.0,1.0,-0.06204008529268359,390,468,3,1131,0
39,1000,1.5,1.5025641025641026,1.4486280246702568,-0.023253590456809015,586,468,3,1131,0
39,1000,2.0,2.0,1.892678212354082,-0.008114280647609837,780,468,3,1131,0
39,1001,1.0,1.0,1.0,-0.06204008529268359,390,468,3,1131,0
39,1001,1.5,1.5025641025641026,1.4486280246702568,-0.022766016614360108,586,468,3,1131,0
39,1001,2.0,2.0,1.892678212354082,-0.008400183420972472,780,468,3,1131,0
39,1002,1.0,1.0,1.0,-0.06204008529268359,390,468,3,1131,0
39,1002,1.5,1.5025641025641026,1.4486280246702568,-0.02214446764751583,586,468,3,1131,0
39,1002,2.0,2.0,1.892678212354082,-0.007896688682200734,780,468,3,1131,0
39,1003,1.0,1.0,1.0,-0.06204008529268359,390,468,3,1131,0
39,1003,1.5,1.5025641025641026,1.4486280246702568,-0.022266988865444825,586,468,3,1131,0
39,1003,2.0,2.0,1.892678212354082,-0.00830491522622609,780,468,3,1131,0
39,1004,1.0,1.0,1.0,-0.06204008529268359,390,468,3,1131,0
39,1004,1.5,1.5025641025641026,1.4486280246702568,-0.022565100755727114,586,468,3,1131,0
39,1004,2.0,2.0,1.892678212354082,-0.00823954927261557,780,468,3,1131,0
39,1005,1.0,1.0,1.0,-0.06204008529268359,390,468,3,1131,0
39,1005,1.5,1.5025641025641026,1.4486280246702568,-0.022094952386187305,586,468,3,1131,0
39,1005,2.0,2.0,1.892678212354082,-0.008125022892567158,780,468,3,1131,0
39,1006,1.0,1.0,1.0,-0.06204008529268359,390,468,3,1131,0
39,1006,1.5,1.5025641025641026,1.4486280246702568,-0.021850235467278607,586,468,3,1131,0
39,1006,2.0,2.0,1.892678212354082,-0.00804046489999554,780,468,3,1131,0
39,1007,1.0,1.0,1.0,-0.06204008529268359,390,468,3,1131,0
39,1007,1.5,1.5025641025641026,1.4486280246702568,-0.022903514450676715,586,468,3,1131,0
39,1007,2.0,2.0,1.892678212354082,-0.008121837381457036,780,468,3,1131,0
40,1000,1.0,1.0,1.0,-0.058145395972190414,400,480,3,1160,0
40,1000,1.5,1.5,1.4463467340001943,-0.020983823316753223,600,480,3,1160,0
40,1000,2.0,2.0,1.8926934680003888,-0.007261598288575099,800,480,3,1160,0
40,1001,1.0,1.0,1.0,-0.058145395972190414,400,480,3,1160,0
40,1001,1.5,1.5,1.4463467340001943,-0.02083561083622815,600,480,3,1160,0
40,1001,2.0,2.0,1.8926934680003888,-0.007462684500987937,800,480,3,1160,0
40,1002,1.0,1.0,1.0,-0.058145395972190414,400,480,3,1160,0
40,1002,1.5,1.5,1.4463467340001943,-0.02145638535006345,600,480,3,1160,0
40,1002,2.0,2.0,1.8926934680003888,-0.007571261308206653,800,480,3,1160,0
40,1003,1.0,1.0,1.0,-0.058145395972190414,400,480,3,1160,0
40,1003,1.5,1.5,1.4463467340001943,-0.0210950081968312,600,480,3,1160,0
40,1003,2.0,2.0,1.8926934680003888,-0.007610280790986336,800,480,3,1160,0
40,1004,1.0,1.0,1.0,-0.058145395972190414,400,480,3,1160,0
40,1004,1.5,1.5,1.4463467340001943,-0.020126596338858552,600,480,3,1160,0
40,1004,2.0,2.0,1.8926934680003888,-0.007321529799459153,800,480,3,1160,0
40,1005,1.0,1.0,1.0,-0.058145395972190414,400,480,3,1160,0
40,1005,1.5,1.5,1.4463467340001943,-0.021185875697598396,600,480,3,1160,0
40,1005,2.0,2.0,1.8926934680003888,-0.007697922358155958,800,480,3,1160,0
40,1006,1.0,1.0,1.0,-0.058145395972190414,400,480,3,1160,0
40,1006,1.5,1.5,1.4463467340001943,-0.020801344074676317,600,480,3,1160,0
40,1006,2.0,2.0,1.8926934680003888,-0.007308188735428101,800,480,3,1160,0
40,1007,1.0,1.0,1.0,-0.058145395972190414,400,480,3,1160,0
40,1007,1.5,1.5,1.4463467340001943,-0.020932485016717815,600,480,3,1160,0
40,1007,2.0,2.0,1.8926934680003888,-0.007571507755247243,800,480,3,1160,0
