n,fold_seed,lambda_nominal,expectation_shot,seed_simulator
28,1001,2.0,0.035847981770833336,11812
28,1002,1.0,0.1258544921875,11820
28,1002,1.5,0.053548177083333336,11821
28,1002,2.0,0.029052734375,11822
28,1003,1.0,0.11787923177083333,11830
28,1003,1.5,0.056355794270833336,11831
28,1003,2.0,0.0299072265625,11832
28,1004,1.0,0.11555989583333333,11840
28,1004,1.5,0.049397786458333336,11841
28,1004,2.0,0.033935546875,11842
28,1005,1.0,0.11104329427083333,11850
28,1005,1.5,0.052734375,11851
28,1005,2.0,0.024983723958333332,11852
28,1006,1.0,0.11971028645833333,11860
28,1006,1.5,0.053914388020833336,11861
28,1006,2.0,0.023722330729166668,11862
28,1007,1.0,0.10786946614583333,11870
28,1007,1.5,0.05712890625,11871
28,1007,2.0,0.0318603515625,11872
29,1000,1.0,0.13228352864583334,11900
29,1000,1.5,0.06278483072916667,11901
29,1000,2.0,0.028767903645833332,11902
29,1001,1.0,0.12251790364583333,11910
29,1001,1.5,0.06429036458333333,11911
29,1001,2.0,0.031534830729166664,11912
29,1002,1.0,0.12056477864583333,11920
29,1002,1.5,0.06608072916666667,11921
29,1002,2.0,0.0272216796875,11922
29,1003,1.0,0.12398274739583333,11930
29,1003,1.5,0.050374348958333336,11931
29,1003,2.0,0.0328369140625,11932
29,1004,1.0,0.11686197916666667,11940
29,1004,1.5,0.059000651041666664,11941
29,1004,2.0,0.025797526041666668,11942
29,1005,1.0,0.11881510416666667,11950
29,1005,1.5,0.0596923828125,11951
29,1005,2.0,0.0362548828125,11952
29,1006,1.0,0.1243896484375,11960
29,1006,1.5,0.060831705729166664,11961
29,1006,2.0,0.024698893229166668,11962
29,1007,1.0,0.11555989583333333,11970
29,1007,1.5,0.054606119791666664,11971
29,1007,2.0,0.029988606770833332,11972
30,1000,1.0,0.11271158854166667,12000
30,1000,1.5,0.05078125,12001
30,1000,2.0,0.017415364583333332,12002
30,1001,1.0,0.11519368489583333,12010
30,1001,1.5,0.055338541666666664,12011
30,1001,2.0,0.024454752604166668,12012
30,1002,1.0,0.110107421875,12020
30,1002,1.5,0.0562744140625,12021
30,1002,2.0,0.0242919921875,12022
30,1003,1.0,0.11136881510416667,12030
30,1003,1.5,0.053507486979166664,12031
30,1003,2.0,0.026041666666666668,12032
30,1004,1.0,0.11905924479166667,12040
30,1004,1.5,0.053385416666666664,12041
30,1004,2.0,0.022989908854166668,12042
30,1005,1.0,0.10896809895833333,12050
30,1005,1.5,0.048990885416666664,12051
30,1005,2.0,0.022989908854166668,12052
30,1006,1.0,0.1151123046875,12060
30,1006,1.5,0.057210286458333336,12061
30,1006,2.0,0.017781575520833332,12062
30,1007,1.0,0.11478678385416667,12070
30,1007,1.5,0.056396484375,12071
30,1007,2.0,0.02880859375,12072
31,1000,1.0,0.10172526041666667,12100
31,1000,1.5,0.037556966145833336,12101
31,1000,2.0,0.02197265625,12102
31,1001,1.0,0.09708658854166667,12110
31,1001,1.5,0.039103190104166664,12111
31,1001,2.0,0.018351236979166668,12112
31,1002,1.0,0.0992431640625,12120
31,1002,1.5,0.05126953125,12121
31,1002,2.0,0.019694010416666668,12122
31,1003,1.0,0.09549967447916667,12130
31,1003,1.5,0.046223958333333336,12131
31,1003,2.0,0.0238037109375,12132
31,1004,1.0,0.09566243489583333,12140
31,1004,1.5,0.0369873046875,12141
31,1004,2.0,0.017822265625,12142
31,1005,1.0,0.10249837239583333,12150
31,1005,1.5,0.040568033854166664,12151
31,1005,2.0,0.013346354166666666,12152
31,1006,1.0,0.10298665364583333,12160
31,1006,1.5,0.0360107421875,12161
31,1006,2.0,0.017130533854166668,12162
31,1007,1.0,0.10404459635416667,12170
31,1007,1.5,0.046223958333333336,12171
31,1007,2.0,0.024943033854166668,12172
32,1000,1.0,0.06465657552083333,12200
32,1000,1.5,0.038370768229166664,12201
32,1000,2.0,0.015584309895833334,12202
32,1001,1.0,0.07430013020833333,12210
32,1001,1.5,0.032552083333333336,12211
32,1001,2.0,0.010945638020833334,12212
32,1002,1.0,0.0753173828125,12220
32,1002,1.5,0.033162434895833336,12221
32,1002,2.0,0.013102213541666666,12222
32,1003,1.0,0.07743326822916667,12230
32,1003,1.5,0.040974934895833336,12231
32,1003,2.0,0.01318359375,12232
32,1004,1.0,0.08528645833333333,12240
32,1004,1.5,0.0301513671875,12241
32,1004,2.0,0.015299479166666666,12242
32,1005,1.0,0.074462890625,12250
32,1005,1.5,0.031534830729166664,12251
32,1005,2.0,0.008748372395833334,12252
32,1006,1.0,0.07975260416666667,12260
32,1006,1.5,0.03125,12261
32,1006,2.0,0.0140380859375,12262
32,1007,1.0,0.0733642578125,12270
32,1007,1.5,0.040974934895833336,12271
32,1007,2.0,0.012613932291666666,12272
33,1000,1.0,0.04931640625,12300
33,1000,1.5,0.019694010416666668,12301
33,1000,2.0,0.006388346354166667,12302
33,1001,1.0,0.049275716145833336,12310
33,1001,1.5,0.0218505859375,12311
33,1001,2.0,0.0030924479166666665,12312
33,1002,1.0,0.0433349609375,12320
33,1002,1.5,0.014933268229166666,12321
33,1002,2.0,0.009195963541666666,12322
33,1003,1.0,0.044840494791666664,12330
33,1003,1.5,0.024210611979166668,12331
33,1003,2.0,0.013427734375,12332
33,1004,1.0,0.040568033854166664,12340
33,1004,1.5,0.0111083984375,12341
33,1004,2.0,0.010294596354166666,12342
33,1005,1.0,0.048095703125,12350
33,1005,1.5,0.023966471354166668,12351
33,1005,2.0,0.008341471354166666,12352
33,1006,1.0,0.045125325520833336,12360
33,1006,1.5,0.013834635416666666,12361
33,1006,2.0,0.007731119791666667,12362
33,1007,1.0,0.0489501953125,12370
33,1007,1.5,0.016560872395833332,12371
33,1007,2.0,0.010091145833333334,12372
34,1000,1.0,0.010172526041666666,12400
34,1000,1.5,0.009521484375,12401
34,1000,2.0,0.004150390625,12402
34,1001,1.0,0.015706380208333332,12410
34,1001,1.5,0.005452473958333333,12411
34,1001,2.0,0.0030517578125,12412
34,1002,1.0,0.020345052083333332,12420
34,1002,1.5,0.008056640625,12421
34,1002,2.0,-0.0006103515625,12422
34,1003,1.0,0.0206298828125,12430
34,1003,1.5,-0.0011800130208333333,12431
34,1003,2.0,0.005940755208333333,12432
34,1004,1.0,0.0322265625,12440
34,1004,1.5,0.013834635416666666,12441
34,1004,2.0,0.0098876953125,12442
34,1005,1.0,0.010823567708333334,12450
34,1005,1.5,0.010172526041666666,12451
34,1005,2.0,0.0062255859375,12452
34,1006,1.0,0.024332682291666668,12460
34,1006,1.5,0.012369791666666666,12461
34,1006,2.0,0.006754557291666667,12462
34,1007,1.0,0.013916015625,12470
34,1007,1.5,0.014729817708333334,12471
34,1007,2.0,-0.0025227864583333335,12472
35,1000,1.0,-0.007649739583333333,12500
35,1000,1.5,-0.010050455729166666,12501
35,1000,2.0,-0.0030110677083333335,12502
35,1001,1.0,-0.009847005208333334,12510
35,1001,1.5,0.0026041666666666665,12511
35,1001,2.0,-0.005045572916666667,12512
35,1002,1.0,-0.007649739583333333,12520
35,1002,1.5,-0.005167643229166667,12521
35,1002,2.0,0.0006917317708333334,12522
35,1003,1.0,-0.0069580078125,12530
35,1003,1.5,0.0012613932291666667,12531
35,1003,2.0,0.0006103515625,12532
35,1004,1.0,-0.012451171875,12540
35,1004,1.5,-0.0025634765625,12541
35,1004,2.0,-0.0006510416666666666,12542
35,1005,1.0,-0.012166341145833334,12550
35,1005,1.5,-0.0032552083333333335,12551
35,1005,2.0,-0.004475911458333333,12552
35,1006,1.0,-0.0201416015625,12560
35,1006,1.5,0.0025227864583333335,12561
35,1006,2.0,-0.0005289713541666666,12562
35,1007,1.0,-0.0036214192708333335,12570
35,1007,1.5,-0.00016276041666666666,12571
35,1007,2.0,-0.0015462239583333333,12572
36,1000,1.0,-0.031778971354166664,12600
36,1000,1.5,-0.013468424479166666,12601
36,1000,2.0,-0.000244140625,12602
36,1001,1.0,-0.028889973958333332,12610
36,1001,1.5,-0.0084228515625,12611
36,1001,2.0,-0.0089111328125,12612
36,1002,1.0,-0.030476888020833332,12620
36,1002,1.5,-0.010213216145833334,12621
36,1002,2.0,-0.003946940104166667,12622
36,1003,1.0,-0.035970052083333336,12630
36,1003,1.5,-0.009602864583333334,12631
36,1003,2.0,-0.0028483072916666665,12632
36,1004,1.0,-0.028564453125,12640
36,1004,1.5,-0.009724934895833334,12641
36,1004,2.0,-0.006754557291666667,12642
36,1005,1.0,-0.026814778645833332,12650
36,1005,1.5,-0.0164794921875,12651
36,1005,2.0,-0.012654622395833334,12652
36,1006,1.0,-0.02490234375,12660
36,1006,1.5,-0.012166341145833334,12661
36,1006,2.0,-0.009847005208333334,12662
36,1007,1.0,-0.031941731770833336,12670
36,1007,1.5,-0.004801432291666667,12671
36,1007,2.0,0.0003662109375,12672
37,1000,1.0,-0.043904622395833336,12700
37,1000,1.5,-0.020670572916666668,12701
37,1000,2.0,-0.0106201171875,12702
37,1001,1.0,-0.052937825520833336,12710
37,1001,1.5,-0.0172119140625,12711
37,1001,2.0,-0.0030517578125,12712
37,1002,1.0,-0.0322265625,12720
37,1002,1.5,-0.025838216145833332,12721
37,1002,2.0,-0.010538736979166666,12722
37,1003,1.0,-0.0413818359375,12730
37,1003,1.5,-0.022705078125,12731
37,1003,2.0,-0.014363606770833334,12732
37,1004,1.0,-0.052571614583333336,12740
37,1004,1.5,-0.016845703125,12741
37,1004,2.0,0.0007731119791666666,12742
37,1005,1.0,-0.037679036458333336,12750
37,1005,1.5,-0.014322916666666666,12751
37,1005,2.0,-0.011433919270833334,12752
37,1006,1.0,-0.050821940104166664,12760
37,1006,1.5,-0.015421549479166666,12761
37,1006,2.0,-0.006876627604166667,12762
37,1007,1.0,-0.038899739583333336,12770
37,1007,1.5,-0.021443684895833332,12771
37,1007,2.0,-0.0005289713541666666,12772
38,1000,1.0,-0.052408854166666664,12800
38,1000,1.5,-0.024576822916666668,12801
38,1000,2.0,-0.011922200520833334,12802
38,1001,1.0,-0.057942708333333336,12810
38,1001,1.5,-0.019978841145833332,12811
38,1001,2.0,-0.001708984375,12812
38,1002,1.0,-0.052327473958333336,12820
38,1002,1.5,-0.018717447916666668,12821
38,1002,2.0,-0.007893880208333334,12822
38,1003,1.0,-0.06766764322916667,12830
38,1003,1.5,-0.016438802083333332,12831
38,1003,2.0,-0.009195963541666666,12832
38,1004,1.0,-0.05908203125,12840
38,1004,1.5,-0.018351236979166668,12841
38,1004,2.0,-0.007161458333333333,12842
38,1005,1.0,-0.055379231770833336,12850
38,1005,1.5,-0.0272216796875,12851
38,1005,2.0,-0.010823567708333334,12852
38,1006,1.0,-0.058308919270833336,12860
38,1006,1.5,-0.023396809895833332,12861
38,1006,2.0,-0.005411783854166667,12862
38,1007,1.0,-0.059244791666666664,12870
38,1007,1.5,-0.023234049479166668,12871
38,1007,2.0,-0.0111083984375,12872
39,1000,1.0,-0.07307942708333333,12900
39,1000,1.5,-0.019002278645833332,12901
39,1000,2.0,-0.0115966796875,12902
39,1001,1.0,-0.06803385416666667,12910
39,1001,1.5,-0.0264892578125,12911
39,1001,2.0,-0.00732421875,12912
39,1002,1.0,-0.07368977864583333,12920
39,1002,1.5,-0.025838216145833332,12921
39,1002,2.0,-0.0032145182291666665,12922
39,1003,1.0,-0.058430989583333336,12930
39,1003,1.5,-0.026814778645833332,12931
39,1003,2.0,-0.0057373046875,12932
39,1004,1.0,-0.065673828125,12940
39,1004,1.5,-0.021036783854166668,12941
39,1004,2.0,-0.006266276041666667,12942
39,1005,1.0,-0.06766764322916667,12950
39,1005,1.5,-0.025105794270833332,12951
39,1005,2.0,-0.0126953125,12952
39,1006,1.0,-0.06363932291666667,12960
39,1006,1.5,-0.0234375,12961
39,1006,2.0,-0.0084228515625,12962
39,1007,1.0,-0.06298828125,12970
39,1007,1.5,-0.0286865234375,12971
39,1007,2.0,-0.01025390625,12972
40,1000,1.0,-0.060221354166666664,13000
40,1000,1.5,-0.018798828125,13001
40,1000,2.0,-0.0078125,13002
40,1001,1.0,-0.06453450520833333,13010
40,1001,1.5,-0.024251302083333332,13011
40,1001,2.0,-0.008015950520833334,13012
40,1002,1.0,-0.057454427083333336,13020
40,1002,1.5,-0.023193359375,13021
40,1002,2.0,-0.005289713541666667,13022
40,1003,1.0,-0.060221354166666664,13030
40,1003,1.5,-0.01318359375,13031
40,1003,2.0,-0.012736002604166666,13032
40,1004,1.0,-0.07181803385416667,13040
40,1004,1.5,-0.015340169270833334,13041
40,1004,2.0,-0.006144205729166667,13042
40,1005,1.0,-0.059326171875,13050
40,1005,1.5,-0.0238037109375,13051
40,1005,2.0,-0.0025227864583333335,13052
40,1006,1.0,-0.060139973958333336,13060
40,1006,1.5,-0.016438802083333332,13061
40,1006,2.0,-0.003946940104166667,13062
40,1007,1.0,-0.058837890625,13070
40,1007,1.5,-0.018798828125,13071
40,1007,2.0,-0.012532552083333334,13072
